ID,Timestamp,ax,ay,az,gx,gy,gz,Label,ax_ms2,ay_ms2,az_ms2,gx_rads,gy_rads,gz_rads
497,497260,-8444,-13224.0,-4676.0,-101.0,-186.0,-147.0,mulut,-5.054159704589844,-7.915230688476562,-2.798821740722656,-0.01345635530163567,-0.024781010753507273,-0.01958499236970736
498,498263,-8492,-14228.0,-3272.0,3215.0,645.0,652.0,mulut,-5.082890124511718,-8.51617530517578,-1.9584569580078124,0.4283384385619671,0.08593415019361393,0.0868667688778857
499,499265,-9284,-13276.0,-1528.0,642.0,441.0,-80.0,mulut,-5.556942053222656,-7.9463553100585935,-0.9145850341796874,0.08553445647178318,0.058754977109122086,-0.010658499248820334
500,500268,-11548,-10520.0,-1376.0,5218.0,2552.0,5198.0,mulut,-6.912060192871094,-6.296750366210937,-0.82360537109375,0.6952006135043062,0.34000612603736863,0.6925359886921012
501,501270,-12816,-7352.0,2924.0,-2295.0,-311.0,-1845.0,mulut,-7.671022119140624,-4.4005426513671875,1.7501614135742187,-0.30576569720053326,-0.041434915829789046,-0.24581163892591892
502,502272,-9568,-12648.0,508.0,367.0,290.0,50.0,mulut,-5.72693037109375,-7.570465649414062,0.30406361083984373,0.048895865303963275,0.03863705977697371,0.006661562030512709
503,503275,-10328,-11652.0,424.0,2040.0,300.0,157.0,mulut,-6.1818286865234375,-6.974309436035155,0.2537853759765625,0.2717917308449185,0.039969372183076245,0.020917304775809907
526,526329,-3312,-15292.0,4372.0,-951.0,680.0,-1053.0,kepala_depan,-1.9823989746093749,-9.153032946777342,2.616862414550781,-0.1267029098203517,0.09059724361497283,-0.14029249636259766
527,527332,-3128,-15968.0,3832.0,-415.0,793.0,-539.0,kepala_depan,-1.8722656982421875,-9.557653027343749,2.2936451904296873,-0.05529096485325548,0.10565237380393155,-0.071811638688927
528,528334,-3304,-15104.0,4048.0,134.0,31.0,87.0,kepala_depan,-1.9776105712890624,-9.04050546875,2.422932080078125,0.017852986241774057,0.004130168458917879,0.011591117933092112
529,529336,-3072,-15288.0,3976.0,-160.0,-254.0,-122.0,kepala_depan,-1.838746875,-9.150638745117186,2.379836450195312,-0.02131699849764067,-0.03384073511500456,-0.016254211354451008
530,530339,-3576,-14980.0,4112.0,52.0,198.0,66.0,kepala_depan,-2.1404162841796874,-8.966285217285156,2.461239306640625,0.006928024511733216,0.026379785640830326,0.008793261880276773
531,531341,-3584,-15184.0,4568.0,319.0,560.0,-465.0,kepala_depan,-2.1452046874999997,-9.088389501953124,2.7341782958984373,0.04250076575467108,0.07460949474174233,-0.061952526883768184
532,532344,-3276,-14856.0,4872.0,430.0,317.0,-370.0,kepala_depan,-1.9608511596679685,-8.892064965820312,2.916137622070312,0.05728943346240929,0.04223430327345057,-0.04929555902579404
533,533346,-3548,-14976.0,4836.0,108.0,206.0,-57.0,kepala_depan,-2.123656872558594,-8.963891015625,2.8945898071289062,0.01438897398590745,0.02744563556571236,-0.0075941807147844875
534,534348,-3580,-14736.0,4964.0,1.0,83.0,-88.0,kepala_depan,-2.142810485839844,-8.820238916015624,2.971204260253906,0.00013323124061025415,0.011058192970651094,-0.011724349173702367
535,535351,-3644,-14964.0,4844.0,-143.0,89.0,-60.0,kepala_depan,-2.1811177124023438,-8.95670841064453,2.8993782104492185,-0.019052067407266345,0.01185758041431262,-0.007993874436615249
536,536353,-3464,-14876.0,4744.0,-55.0,80.0,-28.0,kepala_depan,-2.0733786376953125,-8.904035974121093,2.839523168945312,-0.0073277182335639785,0.010658499248820334,-0.0037304747370871167
537,537355,-3824,-14712.0,5084.0,-112.0,56.0,-417.0,kepala_depan,-2.288856787109375,-8.805873706054687,3.0430303100585934,-0.014921898948348467,0.0074609494741742334,-0.05555742733447598
538,538358,-3296,-15140.0,4496.0,-391.0,-457.0,139.0,kepala_depan,-1.9728221679687499,-9.062053283691405,2.6910826660156246,-0.05209341507860938,-0.06088667695888615,0.01851914244482533
539,539360,-3708,-14756.0,4852.0,81.0,103.0,-96.0,kepala_depan,-2.2194249389648437,-8.832209924316405,2.9041666137695312,0.010791730489430587,0.01372281778285618,-0.0127901990985844
540,540363,-4012,-14692.0,4480.0,268.0,320.0,-24.0,kepala_depan,-2.4013842651367185,-8.793902697753905,2.6815058593749996,0.035705972483548114,0.04263399699528134,-0.0031975497746461
561,561412,860,15948.0,-884.0,-91.0,455.0,-199.0,kepala_belakang,0.5147533569335937,9.545682019042967,-0.5291185668945312,-0.01212404289553313,0.06062021447766565,-0.026513016881440577
562,562415,232,16452.0,-408.0,-57.0,889.0,27.0,kepala_belakang,0.1388636962890625,9.847351428222655,-0.2442085693359375,-0.0075941807147844875,0.11844257290251595,0.0035972434964768626
563,563417,-56,16408.0,220.0,-100.0,510.0,12.0,kepala_belakang,-0.033518823242187495,9.821015209960937,0.13168109130859373,-0.013323124061025418,0.06794793271122962,0.00159877488732305
564,564419,164,16024.0,636.0,-193.0,451.0,-55.0,kepala_belakang,0.09816226806640624,9.591171850585937,0.3806780639648437,-0.02571362943777905,0.06008728951522463,-0.0073277182335639785
565,565422,52,16164.0,984.0,-375.0,224.0,-138.0,kepala_belakang,0.031124621582031248,9.674968908691406,0.5889736083984375,-0.049961715228845315,0.029843797896696934,-0.018385911204215073
